,0
144,"What's the difference between erotic and kinky? Erotic, you use a feather.  Kinky, you use the whole chicken."
145,To love oneself is the beginning of a lifelong romance.
146,There's no future in time travel.
147,Entropy isn't what it used to be.
148,Insomnia isn't anything to lose sleep over.
149,"""Criminal Lawyer""  is  redundant."
150,"To you I'm an atheist; to God, I'm the Loyal Opposition."
151,"When I was in school, I cheated on my metaphysics exam. I looked into the soul of the boy sitting next to me."
152,"I have a rock garden.  Last week, three of them died."
153,He who laughs last is generally a bit slow.
154,Rings of Saturn are made entirely of lost airline luggage.
155,Disney World - a people trap operated by a mouse.
156,"Hi, I'm a tagline. When I grow up I'm gonna be a novel!"
157,Please reply if you don't get this message.
158,"Circular definition: see definition, circular."
159,All generalizations are false.
160,I'm not as think as you drunk I am.
161,"Change is inevitable, except from a vending machine."
162,Rehab is for quitters.
163,I get enough exercise just pushing my luck.
164,Sometimes I wake up grumpy; Other times I let him sleep.
165,I took an IQ test and the results were negative.
166,"Where there's a will, I want to be in it."
167,Few women admit their age;  Fewer men act it.
168,"I don't suffer from insanity, I enjoy every minute of it."
169,IRS: We've got what it takes to take what you've got.
170,Time is the best teacher; Unfortunately it kills all its students.
171,What's black and white and red all over?  Certainly not the Halifax newspapers.
172,What's the most popular form of birth control?  The headache.
173,A bartender is just a pharmacist with a limited inventory.
174,Give me ambiguity or give me something else.
175,i souport publik edekashun.
176,Beauty is in the eye of the beer holder...
177,How do you make a hormone? Don't pay her. 
178,What lies at the bottom of the sea and whimpers? A nervous wreck.
179,"What are the four words you don't want to hear while making love? ""Honey, I'm home!"""
180,"Computer programmers don't byte, they nybble a bit."
181,Drive defensively - buy a tank.
182,"What do dinosaurs have that no other animals have? Baby Dinosaurs. Where does a Tyrannosaurus sit when he comes to stay? Anywhere he wants to.What did they call prehistoric sailing disasters? Tyrannosaurus wrecks.Can you name 10 dinosaurs in 10 seconds? Yes, 8 iguanadons and 2 stegasaurus.What do you call a dinosaur as tall as a house, with long sharp teeth, and 12 claws on each foot? Sir.What do you call a dinosaur as tall as a house, with long sharp teeth, 12 claws on each foot and a personal stereo over his ears? Anything you like, he won't hear you!What do you get if you cross a mouse with a triceratops? Enormous holes in the skirting board.How can you tell if there is a dinosaur in bed with you? By the `D' on his pajamas. How do you know if there is a brachiosaurus in bed with you? By the dinosnores."
183,"A cucumber and a tomato meet in a saladbar. Cucumber: Gee, how come you look so red? Tomato: I saw the salad dressing."
184,A bird in hand is safer than one overhead.
185,A woman without a man is like a fish without a bicycle.
186,I stayed up all night playing poker with tarot cards. I got a full house and four people died.
187,"The brain is a wonderful organ:  it starts working the moment you get up in the morning, and does not stop until you get to school."
188,You'd be paranoid too if everybody hated you.
189,Cole's Law:  Thinly sliced cabbage.
190,I'd give my right arm to be ambidextrous.
191,"Duct tape is like the Force.  It has a light side, and a dark side, and it holds the universe together."
192,"I used to think I was indecisive, but now I'm not so sure."
193,There is so much sand in Northern Africa that if it were spread out it would completely cover the Sahara Desert.
194,It has been said that we only use 15% of our brain. I wonder what we do with the other 75%?
195,How much deeper would the oceans be without sponges?
196,"I've got it!  I've got it!  Now, for the cure..."
197,A juggler is just a schizophrenic playing catch.
198,Polaroids: what polar bears get from sitting on the ice.
199,D.A.M.N. - Naked Mothers Against Dyslexia
200,There IS intelligent life in the universe.  It ignores us.
201,"Amish safe sex: painting an ""X"" on the cows that kick."
202,How long a minute is depends on which side of the bathroom door you're on.
203,Vitamin C deficiency is apauling.
204,Science is what happens when preconception meets verification.
205,Electrical Engineers do it with less resistance.
206,"Wanna hear a joke? Sleep. I know, I don't get it either"
207,Do you smoke pot because weed be cute together
208,I just texted my girlfriend Ruth and told her it was over. I'm Ruthless.
209,Astronomers got tired of watching the moon go round the earth for 24 hours. So they decided to call it a day.
210,"Is your name ariel, because I think we mermaid for each other."
211,Math jokes aren't funny. Nothing about math is funny. Math is a sin.
212,Why do cows have hooves instead of feet? Because they lactose.
213,How did I escape Iraq? Iran
214,"Whenever I want to start eating healthy, a chocolate bar looks at me and Snickers."
215,I just wrote a really awesome song about a fajita. Well it's more of a wrap really.
216,I wonder if earth makes fun of other planets for having no life.
217,"I met a girl with 12 nipples today. Sounds fun, Dozen tit?"
218,How does Moses make his tea? Hebrews it. I'm serious that Israeli how he does it.
219,"You'd think that atoms bonding with other atoms would mean they're being friendly, but really they steal each other's electrons. How ionic."
220,"You're telling me I need to study? No thanks, I'll pass."
221,My waitress threw sodium chloride at me. She was arrested and charged with a salt.
222,Why did the mushroom go to the party? Because he's a fungi! Why didn't he get in? There wasn't mushroom!
223,Where do astronauts go out for a drink? To the spacebar.
224,"What did the thermometer say to the graduated cylinder? ""You may have graduated but I've got hundreds of degrees"""
225,If towels could tell jokes they would probably have a dry sense of humor.
226,I didn't like my beard at first but then it grew on me.
227,"You're living, you occupy space and have mass. What does that mean? You matter."
228,How does Nasa organize a party? They planet.
229,"I'd say fuck the wheather, but its definitely under 18..."
230,I used to have a job crushing cans. It was soda pressing.
231,"I'm glad I know sign language, it's pretty handy."
232,What do you call a wizard who's running late for the Hogwarts Express? Hurry Potter.
233,I bought shoes from a drug dealer. I don't know what he laced them with but I've been tripping all day.
234,I'd tell you a chemistry joke but I know I wouldn't get a reaction.
235,"When I drink alcohol, everyone says im an alcoholic. When I drink fanta, no one says I'm fantastic."
236,"What did Barack Obama say to Michelle when he proposed? ""I don't wanna be Obama self"""
237,"Did Snoop Dogg really change his name, or is Snoop Lion?"
238,I heard that Oxygen and Magnesium are going out. I was like OMg.
239,A book fell on my head... I can't blame myshelf.
240,I wish I had a pair of skinny genes.
241,Mathematics teachers call retirement 'the aftermath.'
242,A chemistry lab is like a big party. Some drop the acid while others drop the base.
243,"How much did Santa pay for his sleigh? Nothing, because it was on the house!"
244,What do you call a fake macaroni? An impasta.
245,"I told my friend 10 jokes to get him to laugh. Sadly, no pun in 10 did."
246,The invention of the shovel was groundbreaking.
247,"What do you get when you cross a dyslexic, an insomniac, and an agnostic? Someone who lays awake at night wondering if there is a dog"
248,What do you call bears with no ears? B
249,When u tryna be cheesy but everyone around u is laughtose intolerant.
250,Where would Voldemort go if he played the trumpet? Jazzkaban.
251,What do you call a lazy kangaroo? A pouch potato.
252,How do trains eat? They chew-chew.
253,What do you call a labrador that becomes a magician? A Labracadabrador.
254,My friend asked me to stop singing oasis songs in public. I said maybe.
255,"I used to hate math, but now I realised decimals have a point."
256,I think my friend was built backwards. His nose runs and his feet smell.
257,How much room is needed to grow funghi? As Muchroom as possible.
258,"Keep the planet clean, it's not uranus. "
259,"If April showers bring May flowers, what do May flowers bring? Pilgrims."
260,Why was the Thanksgiving soup so expensive? It had 24 carrots.
261,What kind of music did the Pilgrims like? Plymouth Rock
262,The rotation of Earth always makes my day.
263,(p + l)(a + n)=pa+pn+la+ln. We just foiled your plan.
264,Chemistry jokes are Sodium funny.
265,"I made a shirt out of thumb tacks because I wanted to look sharp, but everyone said it was tacky."
266,"Sorry I'm poor, I can't afford to pay attention."
267,What did the biologist wear on his first date? Designer genes.
268,Are you flourine iodine and neon? Cause you are FINe.
269,"Some guy just assaulted me with milk, cream and butter. How dairy!"
270,Why do ghosts love elevators? Cause they lift their spirits.
271,"A Physicist and a Biologist had a relationship, but there was no Chemistry."
272,Do you know why Frequency cannot love any more? Cause it still hertz.
273,What building isn't trustworthy? The lie-brary.
274,What did the scientist say when he found two helium atoms? HeHe
275,How many mice does it take to screw in a light bulb? Two. (Hint:  They are small enough to fit inside).
276,"How many Polacks does it take to change a light bulb?Just one, but you need 6000 Russian troops in case he goes on strike!"
277,"How many WASP's does it take to screw in a light bulb? Silly, WASP's don't screw in a light bulb, they screw in a hot tub."
278,"How many Jewish American Princesses does it take to change a light bulb? Two.  One to pour the Tab, and one to phone Daddy."
279,How many Marxist's does it take to change a light bulb? None: The light bulb contains the seeds of its own revolution.
280,"How many (Generals/Politicians) does it take to change a light bulb? 1,000,001. One to change the bulb and 1,000,000 to rebuild civilizationto the point where they need light bulbs again."
281,How many New Yorkers does it take to screw in a light bulb? None of your damn business!
282,"How many Christians does it take to change a light bulb? Three, but they're really only one."
283,"How many jugglers does it take to change a light bulb? One, but it takes at least three light bulbs."
284,How many Feminists does it take to change a light bulb? That's not funny!!!
285,How many supply-siders does it take to change a light bulb? None. The darkness will cause the light bulb to change by itself.
286,How many valley girls does it take to change a light bulb? Manual labor? Gag me with a spoon!
287,How many straight San Franciscans does it take to screw in a light bulb? Both of them.
288,How many Zen masters does it take to screw in a light bulb? Two. One to change the bulb and one not to change it.
289,How many Carl Sagans does it take to screw in a light bulb? Billions and billions.
290,How many folk singers does it take to screw in a light bulb? Two. One to change it and one to write a song about how good the old light bulb was.
291,"How many surrealists does it take to change a light bulb? Two. One to hold the giraffe, and the other to fill the bathtub with brightly colored machine tools."
292,"How many doctors does it take to screw in a light bulb? Three. One to find a bulb specialist, one to find a bulb installation specialist, and one to charge the bill."
293,"How many psychologists does it take to change a light bulb? None, the bulb will change itself when its ready."
294,What is the difference between a pregnant woman and a light bulb? You can unscrew a lightbulb.
295,How many managers does it take to change a light bulb? Three. One to get the bulb and two to get the phone number to dial one of their subordinates to actually change it.
296,How many Bratzlaver Chassidim does it take to change a light bulb? None. They will never find one that burned as brightly as the first one.
297,"How many graduate students does it take to change a light bulb? Only one, but it takes nine years."
298,"How many professors does it take to change a light bulb? Only one, but they get three tech reports out of it."
299,"How many people from New Jersey does it take to change a light bulb? Three. One to change the light bulb, one to be a witness, and the third to shoot the witness."
300,Astronomers got tired of watching the moon go round the earth for 24 hours.So they decided to call it a day.
301,Butterflies are not what they used to be.
302,Don't join dangerous cults. Always practice safe sects!
303,"Why is it called a ""building"" when it is already built?"
304,I'm making a fruit salad and the recipe says Pineapples - Five cubed. Where on Earth am I going to get 125 pineapples?
305,We'll never run out of maths teachers.. because they keep multiplying.
306,"Things are always easier said than done..Except for talking, that's pretty much the same really."
307,I've just been house hunting. One place had mirrors covering the walls of every room. I thought.. 'I can see myself living here'
308,What do you get when you cross a stream and a brook? Wet feet.
309,How is it possible to have a 'civil' war?
310,"I received an email asking me to send trouser zips to the address provided.But I ignored it, sounds like they're fly phishing to me."
311,What did the 0 say to the 8? Nice belt!
312,I was so cold today that my jaw started to freeze..So I gritted my teeth.
313,I bought an off-road vehicle in a blind auction..Got it delivered and It was a canoe.
314,"What's green and goes ""Riggit Riggit"" ?A frog with badly fitting false teeth."
315,What does Geronimo say when he jumps out of a plane?
316,"I was going to quit all my bad habits for the new year, but then I remembered that nobody likes a quitter."
317,My news years resolution is to save up and buy a velcro wall..and I plan on sticking to it!
318,"If you were born in September, its pretty safe to assume your parents started out the New Year with a Bang!"
319,My news years resolution this year is to give up sexual innuendos.But it's so hard..
320,After hours of thinking I've finally decided on my new years resolution: 1920 x 1080
321,I had a fight with a snowman last night. He didn't last long....things got a bit heated.
322,"I just pulled a Christmas cracker,erm.. There's a joke in there somewhere."
323,I got my wife the leg off a mannequin for Christmas. It's not her main present..just a stocking filler
324,"What is Santa's favourite pizza?One that's deep pan, crisp and even."
325,What do you call a snowman with a suntan? A puddle.
326,"Our kids always find their Christmas presents early, no matter where we hide them.So this year we've locked them in the attic.."
327,I've been seeing someone behind my girlfriend's back..I think she's got a stalker.
328,"I remember when my parents died, all they left me was a globe.. It meant the world to me."
329,"If you ate pasta and antipasta, would you still be hungry?"
330,Did you hear about the dumb woodworm?He was found dead inside a house brick.
331,My wife's head just spun around and then she vomited green slimeI've no idea what's possessed her.
332,A skeleton goes into a bar and orders a pint of beer and a mop..
333,Did you hear about the cobbler who made a satanic pact?He sold his sole to the devil.
334,Why didn't the skeleton go to the party?Because he had no body to go with.
335,"A ghost walks into a bar and orders a shot of vodka. The bartender says ""Sorry, we don't serve spirits here."""
336,If you don't pay your exorcist you can get repossessed.
337,"If a plane is an aircraft, does that make a broom a witchcraft?"
338,Why did Dracula go to the doctors?Because of his coffin.
339,You feel stuck with your debt..If you can't budge it.
340,"I was gonna nail a shelf to my wall, but then I thought Screw it!"
341,What do you call a man who can't stop stealing? Nick.
342,I accidentally left an apple outside my local GP's surgery.Now he won't be able to get in.
343,I've just been given a pack of playing cards covered in strawberry jam..I'm finding them very had to deal with.
344,Sometimes I laugh so much that a bit of wee comes out. It's really starting to worry me..Why is wee coming out of my mouth?
345,I bloody hate flash mobs.One once kicked my door down and forced me to update my Adobe.
346,"I took the rear view mirror out of my car, and since then..I've never looked back"
347,My local butcher is seven foot tall and a size fourteen shoe.. what does he weigh? Sausages.
348,What do you call a man with a rabbit in his mouth?Warren.
349,My younger brother was named after my fatherA bit confusing when your brother is named 'Dad' though.
350,What do you call a man with a map on his head? Miles.
351,What do you call a woman who sounds like an ambulance? Nina.
352,Why did the football manager give his team lighters? Cos they kept losing all of their matches.
353,One Bear.(That's the bear minimum)
354,My uncle works for a company that makes bicycle wheels.He's the Spokesman.
355,"I just got a Scottish sheep dog from the pound, but sadly my wife can't see it..She's collie blind."
356,What do you call a woman who stands straddling a river? Bridgette.
357,What's a twack? Something a twain wuns on.
358,I distorted a Tortoise earlier..Now it's just an Oise.
359,I keep having a recurring nightmare where I'm surrounded by loads of pregnant women in labour.I think I may be having a midwife crisis..
360,What's the definition of a snail?A slug with a crash helmet.
361,31 years ago today the doctor delivered me.I can't believe I've survived so long without a liver.
362,I work for the NHS dealing with moving patients between different areas of the hospital..It's a re-warding job.
363,I've just been outside helping a guy in a black robe with a scythe clear the frost off his car. I was de-icing with death.
364,My grandfather puts horse manure on his rhubarb..I prefer it with custard.
365,My pet mouse 'Elvis' died last last..He was caught in a trap..
366,I just saw on the news'Missing girl found safe'What I wanna know is..Could she crack it?
367,What do you call a man who comes in through the letter box?Bill.
368,"What's small, brown, hairy and wears sunglasses?A coconut in disguise."
369,Did you hear about those new corduroy pillowcases? They're making headlines..
370,My dog is named Minton. Today he ate a shuttlecock.. Bad Minton!
371,To be frank..would involve changing my name.
372,How do you make a squirrel cry? Pinch it's nuts.
373,2B or not 2B. That is the pencil.
374,What do you call a run down Italian neighbourhood?The Spaghetto.
375,Did you hear about the astronaut who stepped on some chewing gum? He got stuck in Orbit.
376,The rotation of the planet Earth really makes my day!
377,What kind of moron invented the fire blanket? Surely fire is warm enough already?..
378,I thought opening the door for a lady was the polite thing to do..but she just screamed and flew out of the plane..
379,"I had a go at parachuting today.I went to the local airfield and said, ""Stupid parachute morons jumping out of bloody planes"""
380,"I bought a battery powered clock  today.When I got home, I noticed that they had given me the wrong one.I thought ""This is a wind up!"""
381,Why was the robot mad? Because people kept pushing its buttons.
382,I just got back from a very emotional wedding.. Even the cake was in tiers.
383,How does Moses make his tea? Hebrews it.
384,I was arguing with my girlfriend in Nando's when my best mate ran off with the garlic bread and coleslaw. I wish he would stop taking sides.
385,Why are there fish at the bottom of the sea? Cos they dropped out of school.
386,How did a fool and his money get together in the first place?
387,Why can't a bicycle stand on it's own? Cos it's two tired.
388,Why did the golfer wear two pairs of trousers? In case he got a hole in one!
389,A policeman asked me to come down to the station for an interview...I haven't even applied for a job there!
390,"My mate just came fourth in a Body-Snatching contest. I told him ""It's not the winning, it's the taking parts that counts"""
391,What's the best way to catch a rabbit?Hide in the bushes and make lettuce noises.
392,A mysterious hole has been found in the local nudist camp wall. The police are looking into it.
393,"Two vultures board an airplane, each carrying two dead raccoons. The stewardess says: ""Sorry, gentlemen, only one carrion per passenger."""
394,Why did the banana go to the hospital? Because he wasn't peeling well.
395,"Some people have a way with words, Others not have way."
396,The universe implodes... No matter.
397,The invention of the shovel was ground-breaking.
398,Why did the orange stop? Because it ran out of juice.
399,I just found out that 'Aarrgghh' is not a real word.I can't even tell you how angry I am!
400,What's yellow and square?A tomato in disguise.
401,"My mate walked into Carphone Warehouse, held the manager at gunpoint and made her top up his mobile phone for free.Full credit to him!"
402,What do you call a sleepwalking nun?A roamin' Catholic.
403,How do you tell the difference between a crocodile and an alligator?You will see one later and one in a while.
404,"""Vodka! Whiskey! Tequila!"" I call the shots!"
405,I got kicked out of my local music shop after asking about a Coldplay song. I was clearly looking for Trouble.
406,"If a pig loses its voice, does it become disgruntled?"
407,"I was trying to explain the concept of Twitter to my friend. But she finally said ""I don't follow you"""
408,Where are average things built?In the satisfactory.
409,A huge section of tree just broke off and demolished a bank in town. I've no idea which branch it was though..
410,Where do boats go when they are sick? The dock.
411,Did you hear about the vampire bicycle that went around biting people? It was a vicious cycle.
412,After a bad day I came home to find that somebody has ripped the front &amp; back pages from my dictionary.It just goes from bad to worse.
413,How come there is no other name for thesaurus?
414,What do you say if you're talking to God... and he sneezes?
415,To whoever invented the zero..Thanks for nothing.
416,Me and my limbo team go way back.
417,Apparently our local Police station has had it's toilet stolen. Police have nothing to go on.
418,I've taken up speed reading. I can read 'War and Peace' in 20 seconds. It's only 3 words but it's a start.
419,"I was going to do a joke about a germ, But I wouldn't want to spread it around."
420,Why does a hummingbird hum? Because it doesn't know the words.
421,I had a threesome with a scalene and an isosceles.It was a love triangle.
422,"A small boy swallowed some coins and was taken to hospital. His Mother phoned to ask how he was and the nurse said, 'There's no change yet'"
423,Why didn't Noah just swat those two mosquitoes?
424,What happens if you go on a survival course..and you don't pass?
425,I don't want to sound big headed but I wear a size XXL hat.
426,Whose cruel idea was it for the word 'lisp' to have an s in it?
427,I was going to do a joke about construction.. but I'm still working on it.
428,What do you call a sheep with no head and no legs? A cloud.
429,I got my child to sleep last night by just repeatedly saying 'bursary'.It was the only nursery rhyme I could think of.
430,"My Doctor gave me something to treat my haemorrhoids. But personally, I'm not so sure they deserve a treat."
431,"I was gonna tell a joke about a roof, but it would probably go over peoples heads."
432,Whoever put the letter 'b' in the word 'subtle' deserves a pat on the back.
433,"I ordered a hotel wake-up call the other day. The phone rang and a woman's voice said, ""What the hell are you doing with your life?"""
434,"When I found out that my masseuse is also a prostitute, I was relieved."
435,I start my new job in Seoul next week. I thought it was a good Korea move.
436,"A duck was about to cross the road, when a chicken came running &amp; said ""No don't do it! You'll never hear the bloody end of it"""
437,Gambling has brought our family together. We had to move to a smaller house.
438,"I never make mistakes, I thought I did once.. but I was wrong."
439,Never iron a four leaf clover. You don't want to press your luck.
440,"What did the rug say to the floor?Don't move, I've got you covered."
441,"My dog chased a kid on a bike, So we took away his bike.But he kept barking.So we gave it back.Because his bark is worse than his bike."
442,There's now a record number of male hairdressers in this country. More evidence of our society's descent into barberism.
443,I had some time to kill..So I started with the mother in law.
444,I was gonna do a joke about unemployment.. but it needs some work.
445,"My family think I spend too much time doing dot-to-dot puzzles, but it's okay..I know where to draw the line."
446,I had to quit my job at the shoe recycling factory. It was sole destroying.
447,My ex-wife hated my obsession with horoscopes. It taurus apart.
448,Last night I punched my mates lights out..and got electrocuted.
